x y
-13333.9 -95761.4
86178.7 68244
-16972.7 5195.26
34914.8 32099.6
49928.3 74943.1
-18621.2 48983.2
43056.6 -18036.1
90285.8 -69893.1
-52733.5 -85949.8
25972.1 -45554.4
33098.9 84575.2
38273.5 82091.7
16480.7 21110.5
-70801.6 95295.9
-91204.5 66173.4
-80089.3 -4538.34
70412 -93910.5
-36294.3 -46560.6
11284.7 98620.5
85538.9 -38786.9
73563.6 -33082.3
-89803.7 16620.2
48881.7 -99517.9
46727.2 96148.2
-85467.7 -27300.7
-49406.2 47631.1
-42725.5 88867.3
29722.8 73755.2
9977.77 58921.3
69051.1 18773.3
25094.7 88961.8
-85765 -4493.27
95051.3 -22059.3
48946.1 6336.03
-23438.8 34485
67549.1 -49875.2
-98597.3 77745.4
66745 50284.4
78227.4 13472.2
46432.6 92759.7
86171.5 97026.4
40390.8 -56554
85893.7 -29886.3
-82798.8 -4128.5
-70965.1 86252.2
-85355.2 54129.6
75214 -71120.2
-50363.7 70265.3
6820.43 98582.4
-23398.6 83381.6
33067.4 -55849.6
-66493.6 34470.2
-78104.2 -99748.6
-15245.4 -99876.7
13723.7 -68812.8
92883 -104.807
-71786.4 33273.8
43341.2 -85892.6
-96612.6 60542.4
9978.87 -67577.6
46794.6 24623.7
86552 22008.7
53503.4 -63811.7
-7726.03 -39676.1
-65229.3 68875.3
-56294.5 67838.1
-86974.2 -22788.1
2308.29 -65078.4
-22536.7 87062.9
-64955.2 91187
-81749.9 -72072.2
-8917.82 -53536.3
61201.6 -65576.6
-39428.9 64589
94965.8 70549.9
97011.4 41760.4
-4826.4 83563.4
-36231 -51323
-80248.3 56043
9000.91 -45477.6
24918.3 52706.4
-77639.5 37944.1
-70081.7 24668.8
72865.7 7381.57
11731.7 -92089.5
-1431.45 29981.7
-64161.7 89650.7
76445.4 97039.9
-75925.9 -62983.5
61629 -80960.1
-92433.6 58640.4
60800.2 2740.01
42203.7 -75430.7
51417.1 61955.4
80612.3 -39582
-83522.2 5530.6
-86875.6 -61161.7
-56525.3 -56957.4
63507.1 -83659.7
50424.2 -24761.3
-75749.1 -51007.3
-94779.5 -39910.8
-61356.5 81665.9
-42870.9 -37282.4
-81317.6 -81242
-18242.6 -73751.2
77398.4 -57442.3
28988.8 19602.1
-32873 -19594.1
-18442.4 -52260.8
40823.8 -1964.66
53269.8 53948.2
36873.6 96744.5
96990.8 380.73
-86915.1 47415
75619.5 -62664.3
96407.7 80839.9
-2575.11 -64948.8
62505.8 54554
-2231.28 81188.2
73312 79526.2
-92563 50710.4
-77916.1 36425.8
-29687.5 -10789.2
-83168.3 51870.1
36950.1 57655.5
-50094.6 -9780.09
11603.7 86779.1
-13035.6 8594.46
-12840.2 49.3063
-43990.6 -37220.7
37385 -47582.9
-56380.8 -65190.1
-12531.7 -93874.9
89363.9 85237
87313.3 62675.9
64763.2 94750.3
13386.3 86847
31176.1 83698.9
-23942.2 48007.8
35569 -86992.1
5663.26 85474.4
3227.8 -82733.1
72253.5 90192.2
25861.4 -40586.7
-9758.46 81870.8
22192.6 -72373.4
-65712.1 65811.8
-37563.5 21756.2
71936.9 -48199.6
6993.19 59250.2
-85523.7 -28243.7
54000.5 27862.6
-41396.7 -14823.4
11561.5 34661.2
-66815.6 -52869.6
47669.1 38847.6
-67395.2 -49103.1
56114.6 -95141.7
-58910.9 -18024
-35728.4 31330.6
-36153.2 86464.2
58957.2 -1865.3
52276.1 -78606.3
-80109.1 24213
-26805.9 26884.1
-16536.8 -12329.6
98640.4 -62536.3
-84467 -42756.2
22640.3 27094.5
91904.9 55824.7
74224.9 39574
-5327.64 -93170.2
90470.9 -49213.1
-88311.9 -68440
32762.9 -24040.3
62890.6 96609.7
-37576 21847.8
-5255.63 -85300
43241.5 14635.3
38913.1 -83564.4
-58480.7 -77623.7
4106.04 -59840.2
-40160 19639.1
-2596.48 82480.3
-53266.4 -10691.5
38305 -79041.5
-71117.5 -67022.6
-72211.7 -80646.6
-16235.7 -60523.7
-49086.7 -83472.8
15436.1 -86196.1
-86863.1 77860
35651.8 7881.28
92560.1 -21106.7
-77483.5 31473.1
-4671.1 -35964.1
53849.4 99434.9
4195.62 -86310.6
19074 -98400.9
96169.7 65807.6
-9092.4 34474.8
86766.1 19790.1
67452.2 -85445.7
39143.4 -48783.5
-45969.3 90056.8
-32256.2 69466.7
-96139.3 -19119.3
47326.8 39512.4
88762 39886.8
-81594.3 -88721.5
-28640 13734.6
-24685.6 -74790.6
13169.6 79510
-61101.3 -67756.4
81109.1 -64931.5
98051.2 -27983.3
69543.2 84817.2
91806.8 36995.4
99371.6 30950.2
88211.9 -46597.8
21007 -44044.3
-77131.1 24867.7
36836.3 70195.7
-35619.9 25598.3
10082.5 -17214.2
36876.8 81442.5
96520.5 -87808.8
-93348.2 9690.04
91701.2 -54449.4
41933.6 72810.3
-19381 39984.8
-55173 -49837.7
24802 -63366.2
87157.6 24173.6
67584 75369.5
77575.8 -11409
-68674.8 -99555.3
-86541.3 68161.5
70640.4 -22161.2
-6240.15 -19277.1
60624.7 -69363.4
-37834.6 57145.1
-57172.2 -31182.8
-33164.8 -65471
14367.8 -91231.2
-92660.8 94986.8
48753.6 -47833.8
-54850.9 -26444.4
-11199.9 -67693.3
97729.2 -43615.9
-92323.7 75304.9
44975.1 -60998.5
75749.7 58433.8
-92837 46390.1
-63727.4 922.878
-72887 96897.3
31559.5 -10721.6
54042.4 74387.3
58095.6 -79122.5
-91083.7 -27536.6
-70353.7 -83744.5
-32549.7 78399.9
-31578.2 12599.4
-48044.5 57221.8
44906.1 -50315.4
-86394.1 52582.4
-75010.4 58581
91583.9 -99260.7
17014.8 98746.9
47129.3 53287.4
-330.189 74242.3
50184.7 -68770.7
-36479.3 4227.08
-94383.3 -78383.7
25104.6 -85467.1
-5920.22 54750.9
-69211.5 61530.1
33150.8 -789.752
-25870.5 85106.3
-43567.9 -80964.4
-65209 -29962
71618 -40219.4
-71381 63201.9
-39480.2 45633.8
61948.8 -92350.9
-1078.75 -38381.3
81891.5 -50894.1
-7152.01 -54587.8
53333 -1535.35
-32971.5 -21562.4
12997.6 61108.3
-66811.4 43786.1
22638.4 66339.4
-57003.7 96767.8
51445.7 -571.609
-84196.6 86236.7
69466.4 87421.4
-53982.8 98085.4
50623.3 6537.05
43719.2 12572.2
14186.2 -57359.5
74190.8 -3922.34
-8253.61 -32961.2
41489.8 -54920.6
65503.5 -91481.7
23517 -21498.9
69626.6 56705.6
-77712.8 -7735.02
23045 -34716.5
-10967.2 -25509.3
64711.9 4836.22
-39272.6 34178.2
-7742.35 6744.67
32263.6 -57119
-86718.3 -24017.2
55453.2 27467.9
18623.3 29644
-76454.4 -89630.3
96682.9 65035.4
-44550.9 62186.4
73553.7 78966.1
-59312.6 43180.4
35671.7 -37025.4
-64554.7 -41283.2
28258.1 24478.1
33207.5 -7030.08
-70685.6 93934.9
-72851.8 21572
679.593 59411.8
64453 13961.3
-64605.4 19906.2
-58570.8 54017.9
-50449.8 -35025.2
64387.5 -53766.9
-69989.8 -80163.4
-91580.5 -96436
98802.7 -50893.1
46744.3 34474.4
12081.5 82189.7
93191.2 -59660.5
6667.82 26398.7
33309.4 35982.2
20333.6 60457.6
-42445.8 -78986.8
19869.4 -77992.8
34974.5 55264
41913.4 76403.8
9281.83 91463.7
-58621.4 -26330.6
-62303.2 -28611.2
-6494.05 -53883.8
-25047.3 -7691.35
-4776.9 -78302.9
-73216.9 -92695.4
-96113.3 -80025.7
-52355.9 10554.6
46373 80953.5
-53463.3 -33293.4
41411.1 4090.94
-12280.2 -38719.5
26098.2 -77305.7
-83455.5 -31988.4
99098 25826.3
-40524.8 -59523.4
99495.7 -2828.02
11865.4 -6998.38
43288.2 86818.1
85310.3 -61488.7
-91484.8 -87906.6
-54184.1 -87598.1
-67932.4 -6540.02
22956.5 78440.6
-25586.5 69493.2
-54852.8 -84175.3
-26415.8 32866.9
-22894.8 99682.3
55561.2 -6350.31
-32306.1 54659.3
-80524 27169.1
95135.9 -81028.3
-75658.9 7001.26
11973.3 67629.3
-6180.6 -2716.44
-93859.4 2334.6
9376.91 -48043.5
14736.5 41444.5
45416.5 -62307
19885.1 -80170
-92813.7 65032.3
-64345.3 -19229.5
-2100.76 12759.9
-19547.2 -46539.5
-93590.4 48146.7
-91880.3 -74114.4
-24684.2 -96744.4
-55142.7 -343.053
10256.9 56830.6
-32713.7 -95923.7
-45885.9 -26573.1
6410.86 63491
25383.4 -78852.6
4935.58 -29200.1
-41159.5 -75179.3
-9370.12 -33973.2
89853 26284.6
46797.2 -12247.7
-60955.5 -72750
41212.7 -54545.9
75396.7 49332.4
-28660.3 -49287.5
52588 16197
50369.5 -37155.1
-26972.5 -82344.3
-33078.8 27141.7
-8917.38 73332
-9367.31 -83534
94479.4 95568.3
-12734.1 -46680.1
-79611 77895.8
19346.7 -89758
4180.34 -33856.1
-2005.71 43224.8
-6606.13 -60793
88678.9 -31209.4
88539.5 -39981.4
19503.1 41127.5
76215.6 -30127.4
-96027.6 -50756.9
-12471.7 -29106.4
76384.8 78611
-55774.4 -32982.5
95077 -61295
-37414.3 -17657.2
-7975.05 -17025.3
-39761.4 -88628.4
-6783.24 64418.9
-22484.5 91211.1
7643.76 70909.4
-69581.9 -3677.32
-60300.1 -81042.5
56341.3 59203
60085 32556.9
-70924.4 64057.4
81800 16604
-65049 58184.7
-4785.08 -20823.4
-74797.8 -9708.12
17881.7 -12212.1
72634.7 -90093.4
70762.7 -67126.7
-78721.8 -36020.6
97292.2 -1206.3
-44809.5 4936
-30296.9 -14391.5
-98741.3 9402.99
4566.05 57600
-31394 -35348.9
-9843.17 -2318.33
-71291.5 -28043.2
-85714.4 -36340.5
-69858.5 9500.54
42836.1 -44656.3
99792.4 -39282.2
43131.6 72427.1
-29375.6 13894.3
-94699.6 -8097.4
77873.7 -97407.3
90696.3 -66935.8
7528.66 -39600.6
18672.7 8787.34
69802.4 -76761.2
-33612.7 -61591.6
-12110.1 56544.1
36090.1 16598.4
-71499.1 50375.7
80257.9 -41357.5
-40123.8 23094
13986.2 -40331.4
83811.8 -42882.2
-67904.2 -45563.9
71012.1 -62603.8
46338.7 48885.9
-60011.1 37035
81950.1 47517.5
97434.4 622.794
-43695.1 67236.7
23861.6 22692.2
-94354.9 -88248.6
-20763.7 41735.2
28349.8 7737.25
-7889.14 8607.7
66379.7 51987.1
-68298.3 -19634.1
-88344.3 -84486.5
37483.7 -56248.5
-30050.4 8495.87
-18852.3 -83711.7
-42618.3 21136.6
53323.4 -60668.2
-31345.9 50757.8
39954.6 24959
17994.5 -36183.8
-52348.8 23639.6
-24432.4 26887.5
-34625.2 -96082.6
-65375.2 57485.7
12525.1 -98995.5
9472.77 44226.8
-18629.6 21128.5
59740.3 -81145.9
64880 -70310.1
27350 -53972.3
-54021.8 84731.7
67164.3 99301.6
-75936.5 -64181.6
50059.3 64018.1
60777.4 -31946.2
-72165.7 -91571.4
91693.5 3401.88
35316.2 -42931.7
7319.31 69940.9
-85446 -80155.6
70945.4 24026.7
64071.3 -47684.2
-54844.8 23811.5
-28830 -89964.8
53501.4 98520
-43937.1 99479.6
83251.7 -76772.7
98781.1 -92684.8
-40954.3 48840.5
71333.3 -80176.9
-83105.7 99167.6
-71748.2 -91412.2
2569.47 63567.9
-34344 -90111.2
33508.9 -19790
-70266.8 4454.3
-95763.2 93804.5
56770.1 -50608
17616 -72059.9
-40572.8 -28882.6
-73540 15490.2
-29403 -90288.3
38717.4 -30621.9
-82973.1 97763.1
-81781.4 88360.3
-82413.8 -64887.1
87527.8 -54162
-56299.4 -9902.7
-90594 9356.66
-13.9229 42914.8
89566.7 29719.3
-52630.9 93803.4
23523.8 -95860.7
-56804.6 -58860.3
-67920.6 2622.64
12257.1 -41460.6
-81887.2 82854.1
-31748.9 56830.3
-47767.8 -14722
54593.4 -29549.2
-26361.7 72179.6
5563.62 -38833.9
-81982.4 49264.2
51263.4 -72576.4
-41379.1 -48750.5
70338.4 -51812.4
80968.8 -82292.4
-58009 4492.55
-78153.1 -14813.6
45632.3 -46073.8
87809 -42110.6
12465.6 -94078.1
-59256.5 80716.7
62752.1 -7024.34
-34005.2 17345.5
63426.4 39633.1
-10474.9 -31010
-99200.8 7542.72
-81745.7 52062.6
34966.3 -23124.9
-96687.9 5304.77
25062.7 84280.9
23012.4 67053.7
-11226.5 44859.2
-47759.9 -65594.2
98785.4 -59950.9
-7704.82 11251
-54029 33038.7
-8032.25 -91276.9
-73985.7 57962.5
26068.6 89440.7
-2404.44 -84406.4
-41569.2 -1605.25
23136.4 -23315
-49542.6 -41897.3
53560.2 -46230.5
63407.4 -21377.1
-61949.6 -13580.2
-54323.5 26823.9
-68721 -2083.38
61229.7 -69935.5
37965.7 -46475.1
41315.5 83936.7
86563.6 -66716.8
92659.8 -87422.1
91245.7 18728.3
-97981.4 -11158.7
34322 -39550.6
87236 -42541.7
37134.4 -62306.6
15561 -9305.42
-8537.08 -21031.6
69317.4 29513.4
65388.2 -85006
-43662.7 96667.3
12910.6 -82433
-73268.3 -49123.7
-28908.1 68047.2
-65187 -42344.5
-98669.6 -72527.2
-29766.6 92576.2
46201.1 -27748
-18582.5 -19476.9
32701.4 -31346.5
37981.4 -30164.2
6346.93 -46457.6
60530.4 97809.8
32510.8 29847.8
27323.2 -2100.93
44841.8 83660.5
-5433.68 -42247.6
-98772.5 21298
8628.78 -27680.5
-10654.8 43441.8
29975 -9324.32
70914.6 -99791.7
-16748.1 17115.8
-27539.7 64669.3
97638.9 -94838.3
-66677.1 35620.3
-25002.5 39669.8
89162.7 -64472.1
37479.6 21673.5
65375.7 -35197.2
-80427.4 10217.5
-51536.6 14138.9
67969.9 -50309.1
-64563.1 -23401.3
22010.4 24782.2
-79959.5 -48014.7
-84542.1 90955.2
-47806.3 -1290.28
8070.92 24654
-36620.9 5709.79
29815.7 -3298.08
-58669.9 -95186.8
-63628.3 -69507.3
-59658.9 73851.3
52166.2 -94283.2
-61345.8 71738.8
15934.3 -12882.5
-14122.3 -16095.7
36808.4 21314.7
60503 -41181.2
-53903.2 80543.5
10804.2 -38445.3
71498.7 62997.8
60264.4 -20430.4
-12348.2 -76356.5
85279.4 -82532.4
20345.4 -73390.6
-77719.2 56717.1
-42897.8 -37378.1
30568.4 -90731.6
-31661.2 69222.6
81007.2 84273.1
-43659.9 -33115
-31822.7 93148.6
88199.6 -71319.7
-48032.6 -65703.5
-90776.2 62771.6
-4148.82 80722.5
25769.4 -43884.4
-39707.9 -86578.8
-20240.9 -54428.6
-69111.2 -99895.5
-27819.1 -46830.4
56821.6 29283
15791.6 -12610
38551.4 84130.3
-43387.4 19558.7
68403.4 12952.8
86443.6 -63419.3
6101.35 74643.3
-34739 58068.7
-91060.2 -25515.1
20840.3 4790.94
-44792.7 -53390.3
60906.5 15499.4
-39969.1 -59334.4
61070.8 -9080.28
-59229.9 -66748.3
44089.3 97591.7
62534.7 -40119.1
-15018.3 1086.13
-55988.8 41594.4
-79355.2 -87585.4
-45452.9 -92911.5
-51004.6 60648.5
81731.7 14256.4
18717.2 90671.5
88741.3 -60442.5
-4537.56 -56051.4
-13832.8 -43631
59448 46198.1
-2965.39 20518.8
-62882.1 37804.7
53770.5 81207.2
35396.4 16305.2
-58911.9 -79621.8
-82608.7 -14900.7
61972.5 -61963.9
-2486.03 -83480.4
-54875.4 46509.3
77168.1 -73143.7
-39234.2 -4114.66
-82472.2 -50493
35442.9 12990.3
-6544.35 -78389.9
69359.3 -47096.4
67808.2 -33606.1
73422.4 -95073.9
-95801.4 27192.9
86133.3 39595
-56501.9 -72778.6
59973.2 -39110.6
12320.7 21945.7
-1074.51 -90165.3
38465.3 44050.1
56344 15633.4
70906.4 -82890.2
-88481.3 88434.2
-33383.2 46961.6
1424.49 60072.4
68571.7 -29216.3
-87023.9 36379.9
37177.6 86398.5
41306 41376.2
13591.5 27439.2
-19028.8 57089.5
54660.6 -59055.7
-82021.1 -33018.7
62890 16904.4
-23184.1 1355.28
-39045.5 -66840.1
-83011.3 -68139.1
-49730.3 -71492.6
-79704.9 16886.5
75469.1 21719.6
-23041.1 44040.7
92503.3 -10065
-19579.4 29680.9
-23666.4 -78273.4
-28942.9 89925
49165.8 52028.2
47014.6 3826.37
92972.6 64993.5
70807.6 55862.5
-18102.1 -52376.4
-42782.2 42852.4
-19216.5 -25793.5
74713.3 31053.2
2713.95 95008.4
-52060.3 -21817
16727.9 24898.6
-77776.3 9231.25
-85166.3 2644.38
-61087.8 -8832.74
24371 9969.24
-18907.7 -26463.2
-38002.5 -71893.1
77363.1 -45029.9
93100.3 48170.8
-89167.4 -25001.7
95794.3 -31949.6
-82149.4 -23422.2
42256.9 92563.9
-92369 -55029.1
87572.3 -44429.3
23153.9 4300.19
80469.4 45377.6
-86468.6 95303
-51978 -47556.4
-13529.7 72393
62412.9 67562.6
-54070.3 -75589.7
95669.4 -76707.1
-20619.6 88769.8
71463.6 -9787
-36232 67258
58263.4 -18381.3
-56164.2 520.367
-25817.4 -48533.2
45491.3 -38245.1
7037.52 -31354.9
66055 -12493.1
-85977.3 79586.5
-17190.1 -37955.3
-67969.9 69280.2
-65562.3 94443
36842.8 -19632.6
-81146.7 32512.3
3660.29 -1766.31
21282.1 -24876.1
88446.7 85050.1
-57618.1 46710.1
-33331.2 -13782.3
-52769.5 40851.4
37684.5 92721.7
-97393.8 -55278
-38633.1 68661.3
32228.8 -24610.4
48247.8 -84961.2
37434.4 80277.9
84319 71872.1
74720.8 21161.8
-47760.5 93574.1
-46325.9 55899.8
-8192.19 74956.1
-68976.3 -19745.5
60006.2 -26594.4
-73035.4 -73325
59623.2 -25804.9
67526.4 -2692.31
-33083.1 70132.7
42029.7 28283.8
38793.9 -25741.5
-96326.6 -12958.3
-10702.7 41107.8
-32680.4 -26383.8
12979.8 -57959.6
94778.1 65219.3
-64385.5 -51547.9
21119.1 27422.3
-76591.8 52142.8
-92323.2 83414.5
-74451.6 -65358.5
-89910.5 85171.7
8836.59 77615.9
-17520.7 75753.5
47748.6 -75491
4037.23 -13457.5
-1232.51 7710.61
73584.2 88064.8
-51181.6 -59096.2
-38319 61798.2
-17055.8 -43540.9
27017.5 18558.7
4911.17 -51863.4
-54019 28319.4
-99720.5 -46342.2
11733.9 -74172.1
-11700.7 21823.4
-89000.5 97135.9
-560.741 -6521.11
72889.4 -52812.2
17987.9 -23073.4
33730.3 -83244.6
84637.2 7314.49
-95179.9 -66544.4
48218.3 -33498.9
95253.8 -68837.6
22960.2 22271.3
49721.1 -72128.6
70407.9 95702.1
56190.8 70687.4
-50640.1 -32075.4
96515.3 37659.2
89748 -92485.2
34795.1 -10812.8
993.68 7684.47
36375.1 -81018.4
84611.1 -29894.6
-64263.1 69248.3
77419.8 -59442.9
-97296.2 25638.1
7058.21 97957.6
56800.5 -69981.6
20228.8 6521.63
-42110.3 -9363.26
2223.74 -85919.5
-38675.9 51583.7
-17994.9 -42160.6
-10757.1 -28246.9
-34645.8 -75962
60940.4 66347.8
31722.5 -2684.58
85329.4 16333.6
67420.8 -78933.7
-14418.2 44840.6
-38376.6 -11714.4
-29521.3 68681.6
-13756.8 -72720.8
98700 -93528
33800.9 -43410.2
-2891.21 -63975.4
-29329.7 58432.9
87608.3 52675.4
-83727.7 -23148.8
-75571.5 -18373.6
889.231 85368.9
-52025.8 -67388.3
-17315.7 -66696.4
48945.3 -49894.9
-45630 -65472.9
94945.7 15993.4
22812.7 -34575.6
-15325 -90944.1
-7296.38 -16625
-84472 -73495.5
39964.7 12636.8
-37470.9 -89365
-28930.3 -49862.6
63310.4 -12658.1
26988.6 87738.9
68968.3 -72122.2
73107.8 -83057.4
-39510.4 -44207.9
-49753.8 -90565.2
5897.18 4616.17
-56038.1 842.856
-79390.5 66774.6
66267.2 5284.53
75830.5 -41029.1
88659.5 91358.5
-14524.6 28624.3
3995.28 48004.5
39259.3 75064.9
98141.8 2569.65
-37593.2 25130.4
-9691.43 -68624.8
53008.3 -36583.6
-51682.3 -86502.2
19208.5 -1436.06
-77067.3 -74894.4
-96819.9 -33105.4
25948.5 -76210.3
-66330.8 -7784.26
29074.2 -90500.2
51186.6 17733.7
-99141.7 -63338
-53642 4853.55
84666.4 85617.2
-20081.5 82808.3
-11813.1 42325.3
7938.71 78495.4
73700.5 -39053
-58088.2 -77981.7
-25555.2 61120.3
20582.2 -2622.51
86225.9 23762.3
64272.1 12174.4
47552 97941.3
-95609.9 -23373.8
-92559 55576.8
94359.9 -91700.7
92238.7 -59282.2
13152.9 76905.1
-73665 93071.4
59713.4 14521.9
35396.7 -32347.9
-6982.66 9097.22
28599.1 34929.1
31115.5 -96956.1
-3950.61 -48302.3
421.423 -17724.7
75460 -35306.5
94449.7 23011.9
-37365.2 98839.9
99638.1 -29924.2
54416.6 93998
-21624.8 46655.3
-65284.2 91528
23560.5 -38949.1
84599.4 -16726.1
75572.8 19996.1
50926 -31409.9
-70906.7 -20474.9
-96480.7 60208.8
-17431 -431.347
-88093.5 82990.5
81844 87366.4
-52316.1 76293.7
10378.4 10318.7
75133.5 10016.5
80394.6 29550.1
4014.47 -41230.3
-23794.5 38730.3
-49702.2 99765.9
99781.2 -65102.8
-16960.2 75354
54893.3 -66034.2
-56055.9 83986.6
13490.9 -52536.7
44195.4 96059.9
47032 56101.8
79050.4 28875.9
43468.3 -73265.7
5169.6 -46153.4
37053.1 -19696.9
63863.1 17447.6
-90146.8 -32122.4
76217.3 -13941.3
-93392.1 -73484.9
-14175.4 -93610.9
-38587.7 68864.4
81743 -83694.4
-97169.8 -74312.9
-99707.8 16321.1
-26849.6 44487.6
12381 -79817.6
589.403 -8568.62
49058.4 -55942.3
18165.7 -45772
-2095.69 -44781.2
34531.1 -38232.6
72666.4 44384.3
29645 48883.7
-69557 36252.9
75398.8 16267.6
42641.9 -63188.9
-14868 24385
-46883.4 -12037.8
50072 -46591.2
-95716.7 -76777.5
97896.4 16664.3
-56595.1 -1514.24
-91904.3 92463.3
42543.4 26261.4
-53308.7 -59552.3
81480.1 81222.4
2215.18 54146.5
25606.7 -68139.8
3030.21 56049.7
68113.1 -21571
-27682.7 10755
15240.1 57449.3
-64860 68356.8
-54588.5 85212
-78234.4 -50305.2
-91565.5 -80338.1
66359.1 -48160.6
18147.7 74454.7
-55697.3 -39308.9
716.104 -9005.97
1138.89 -17803.8
-27783.6 -96645.9
-63657.3 97823.1
-64785.7 39372.9
53872.8 -96672.7
-82198.1 -73809.9
14082.4 33042.1
83639.4 49222.3
1398.84 -70949.1
34434.4 23164.4
-21254.3 42868.9
42826.4 -54895.2
94708.3 -39025.9
-80440.5 -60988.9
21665.2 20275.6
30005.1 -77195.9
-97528.2 -97778.5
-73841.8 -61185.5
-99955.4 -38627.6
78187.5 53917.5
-35300.2 95989.4
80107.6 78782.1
29031.5 63747
28004.5 -69569.7
92797.9 -37561.1
53594.7 -28456.4
-94692.3 -3578.89
16648.4 -99983.9
57395.2 36207.9
-60972.9 -20939.6
-43516.5 69032.3
1864.48 -41044.7
71253.8 28022.6
-2230.19 71298.4
89395.1 -24042.7
25215.9 -45905.2
-28053.3 5323.47
-67123 -99021.9
-30929.5 60881.4
-68591.5 -38131.6
-76679.7 85003.2
33412 -71372
-18575.7 -49939.6
-71355.9 -61180.5
86268.3 -32328.7
17879.9 -57248.3
-63296.5 -80255.7
1707 -92042.7
47767 99476.8
79255.7 37162.1
-24565.9 4471.56
91256.9 47380.7
-90205 -75866.2
48358.9 -21134.5
85015.3 79767.3
40733.9 -91664.4
64770.5 -25854
-63036.4 -53805.2
24206.4 -34392.3
-14985.7 10474.6
33278.9 -97105.8
53226.3 69982.4
-77361.5 -45066.7
77939.7 70405.5
-45589.9 57195.4
7567.59 29844.2
-38333 -1175.51
-22775 -28538
22958.3 -74416.1
50327.5 7973.61
-94648.8 -8938.54
16309.2 70121.7
65207.4 53272.8
-83683.4 -10586.2
-81119.5 1330.9
99888.4 52159.4
4225.09 53114.7
22141.8 26863.6
-91951.9 81.5685
-2730.86 -37541.8
-42723 -95163.3
92302.4 18943.9
3661.22 -30472.6
90405.9 -73380.4
-4888.75 40733.5
34593.2 462.44
-68205.1 -49097.7
-29415.8 97002.3
-95824.9 -13099.2
-13583.9 -76944.4
88231.7 -13695.5
75215 -7543.26
-60580.8 -2643.18
-80679.6 -52532.7
97438.4 16589.5
9925.48 -45284.6
21426.2 2227.91
73659.3 -74912.5
71755.3 64065.2
-48293 -33133.5
4798.72 86300.2
67329 36593.7
-62797.5 -62086.8
33596 -58622.4
24813.9 -79987.9
-35566.8 13045.6
6316.62 -60351.8
-94497.7 45735.8
37005 -75177.3
93203.1 34443.4
41412.2 3128.6
89158.7 -37161.6
-94643.5 62818
-12074.1 77111.8
26883.3 39632.9
-56021.6 -68318
25933.1 -88692.6
68275.7 63135.6
-50779.5 1871.67
-95486.7 74034.4
21883.8 -31053.5
-12920 -71799.6
8594.65 -7417.69
73936.3 -54400.4
17405 67139.4
80043 -41182.8
-29732 69201.8
21655.6 -24375.5
32019.8 -90418.5
-47263.7 -41096.9
49214.4 -3285.33
-9414.9 -24852.6
8022.02 -41139.2
-61717 57242.5
60732.4 -57203.7
31277 -17383.8
11742.8 -81643
10816.7 -79662.6
10939.3 -15247.1
-34062.9 -71655.7
-48107.7 -54019.9
-12838.6 22160.3
-84818.1 -91183
97784.8 47201.7
-81601.5 -49478.9
-93895.3 67612.8
47235.8 -3310.15
-57239.7 -44742.2
55550.6 -18956.7
-87499.7 16283.1
23839.6 43777.3
98899.3 -64417.6
62134.3 9715.96
-44080.2 -26926.5
94468.9 21856.9
1417.8 -53638.8
67837 88579.2
68521.5 83018.8
97396.2 66306.3
30220.5 -84205.3
-83172.6 36325.2
83407.5 64063.1
-66984.9 -73832.2
-80679.1 88565.7
7211.09 -68178.7
4848.75 -68949.3
75598.6 3748.05
-33366.9 37732.8
-86536 22552.9
-89193.6 -92067.1
-55590.2 12224.2
-45705.9 -87753.3
803.389 -77184.5
95265.6 -1800.37
89121.8 25486
13994.3 -94050.8
-38188.7 -2598.11
70012.3 -5173.68
23569.7 89333.2
-16608 -69219.2
-78845.5 88240.7
-38168.5 96753
-8011.21 28464.5
34485.8 5452.8
-48982.6 45292.2
13385.7 -4572.81
-42483.6 67679.7
7673.92 58319.7
90495.3 2939.47
-43480.6 79617
-71574.5 70513.7
85566.2 -9763.25
-32084.4 55578.5
85063.1 91485.3
44911.7 -31544.9
-77733.9 66066.2
-43304.2 -15902.5
62819.2 48684.6
-87437.9 -2694.94
-45862.6 -36420.5
-57402.7 67523.1
59006.7 113.609
35202.8 -33319.4
-41566.7 25698.1
69620.1 14952.7
5315.1 98045.6
-14533.6 -9118.71
-11717.7 53382.1
-53540.2 -26654.6
44867.3 91371.5
41800.4 67133.4
57437.7 98496.3
-48769.1 20256.9
47180.9 -36207
-82438.1 -98681.7
27372.4 -39840.8
68841.4 -13620.9
60272.8 4044.16
53059.7 -81293.9
-70257.8 22679.8
33658.9 35057.3
20725.3 -80874.7
-74061.4 -90992.4
72507.4 -27601.6
-17647 17374.7
-36230.1 -75846.6
-15491.9 -78792.5
-77350.3 35739
41464.4 69830.5
99532 59026.3
71148.8 26904.4
-80814.5 39990.1
-86716.5 79458.3
-55965.7 66343.2
98164.5 -26223.5
-10977 31823.4
-91166.1 -90251.7
50948.7 -65227.5
-81244.1 23456.1
7170.86 1108.86
-59169.2 70940.7
25262.3 25338.9
92148.3 47911.9
-38922.1 33612.7
17742.4 -39390.1
-7360.98 -11108.8
87514.3 11824.5
-71118.6 -99202.1
-8717.12 -27084.3
67141.1 -10552.6
46692.2 -43835.9
-78729.3 55526.1
-34087.6 72219.4
90298.5 -15331.7
-4324.55 -2530.59
85777.1 36506.2
